lead_id,activity_timestamp,activity_value,points
6956,2020-11-25,DataSec Event Log Manager,8
6956,2020-11-26,Free Trial: DataSec Classification for Qumulo,40
6956,2020-12-10,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6957,2020-07-14,Launch In-Browser Demo: DataSec Classification for Synology,15
6958,2021-02-17,White Paper: A Practical Guide to GDPR Compliance,2
6958,2021-02-22,Request a Quote: DataSec Auditor for Windows File Servers,40
6959,2020-02-14,Free Trial: DataSec Auditor for Nutanix Files,40
6960,2020-07-26,Ebook: Windows Server Hardening Guide,2
6960,2020-07-28,DataSec Account Lockout Examiner,8
6961,2020-10-04,Launch In-Browser Demo: DataSec Auditor for NetApp,15
6962,2021-04-21,Get a Demo: DataSec Classification for SharePoint,40
6963,2020-01-27,Webinar Attendance: Mastering Endpoint Management with DataSec,10
6964,2020-02-13,Request a Quote: DataSec Classification for Azure Files,40
6965,2020-08-06,DataSec Service Monitor,8
6965,2020-08-17,White Paper: Preventing Data Loss - A DLP Primer,2
6966,2020-07-21,White Paper: Insider Threat Detection Fundamentals,2
6966,2020-08-03,Request a Quote: DataSec Classification for Qumulo,40
6967,2020-09-07,Free Trial: DataSec Classification for SharePoint,40
6968,2021-04-17,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6968,2021-04-20,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6968,2021-04-26,Get a Demo: DataSec Auditor for Windows Server,40
6969,2021-01-22,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
6969,2021-01-25,White Paper: Insider Threat Detection Fundamentals,2
6970,2020-10-20,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
6971,2020-01-17,Launch In-Browser Demo: DataSec Auditor for NetApp,15
6972,2020-01-22,Get a Demo: DataSec Classification for Qumulo,40
6973,2020-09-06,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
6974,2021-04-24,Get a Demo: DataSec Auditor for Active Directory,40
6975,2021-01-25,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
6975,2021-02-02,White Paper: Preventing Data Loss - A DLP Primer,2
6975,2021-02-15,DataSec Disk Space Monitor,8
6976,2021-05-27,Launch In-Browser Demo: DataSec Classification for Azure Files,15
6976,2021-06-06,Ebook: Windows Server Hardening Guide,2
6977,2021-04-16,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
6978,2021-03-07,Free Community Edition: DataSec Auditor for SQL Server: Free Community Edition,15
6979,2020-10-29,White Paper: Active Directory Security Best Practices,2
6979,2020-11-05,Webinar Attendance: Mastering Endpoint Management with DataSec,10
6980,2020-02-16,White Paper: Active Directory Security Best Practices,2
6980,2020-02-17,White Paper: A Practical Guide to GDPR Compliance,2
6980,2020-02-28,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
6981,2020-01-28,Get a Demo: DataSec Auditor for Windows File Servers,40
6982,2021-03-29,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
6983,2021-04-08,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
6983,2021-04-14,White Paper: HIPAA Compliance for IT Auditors,2
6984,2020-03-15,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
6985,2021-02-08,Get a Demo: DataSec Classification for SharePoint,40
6985,2021-02-20,Webinar Registration: Windows Server Security Masterclass: Proactively Clearing Attack Surfaces,5
6986,2021-06-08,Ebook: Windows Server Hardening Guide,2
6986,2021-06-11,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
6987,2020-09-22,DataSec Inactive User Tracker,8
6987,2020-09-24,White Paper: Insider Threat Detection Fundamentals,2
6988,2021-04-13,"Webinar Attendance: Ransomware Unmasked: Tactics, Entry Points, and Real-World Lessons",10
6989,2021-01-24,Launch In-Browser Demo: DataSec Classification for Qumulo,15
6990,2020-03-05,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
6990,2020-03-19,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
6991,2020-06-24,Ebook: Windows Server Hardening Guide,2
6991,2020-07-07,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
6992,2020-10-07,Launch In-Browser Demo: DataSec Auditor for Dell Data Storage,15
6993,2020-05-06,Launch In-Browser Demo: DataSec Classification for Synology,15
6994,2021-05-17,Free Trial: DataSec Classification for Nutanix Files,40
6995,2021-01-10,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
6996,2021-03-29,DataSec Inactive User Tracker,8
6996,2021-04-11,White Paper: Insider Threat Detection Fundamentals,2
6997,2021-04-05,Free Trial: DataSec Auditor for Windows File Servers,40
6998,2020-07-08,Request a Quote: DataSec Classification for Windows File Servers,40
6998,2020-07-26,Webinar Attendance: Identify and Reduce Risks Around Sensitive Data with DataSec Access Analyzer,10
6999,2021-06-06,Get a Demo: DataSec Classification for Azure Files,40
7000,2020-05-21,Free Trial: DataSec Auditor for Windows File Servers,40
7001,2020-10-12,DataSec Service Monitor,8
7001,2020-10-13,Ebook: Defending Against Crypto-Ransomware,2
7002,2021-02-17,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
7002,2021-02-18,Webinar Registration: World Password Day: You Still Have Passwords. Now What?,5
7003,2021-06-07,Request a Quote: DataSec Classification for Azure Files,40
7004,2020-03-18,Free Trial: DataSec Auditor for Synology,40
7005,2019-12-23,DataSec Password Expiration Notifier,8
7005,2020-01-03,Webinar Registration: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,5
7006,2021-02-17,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
7007,2020-03-07,Launch In-Browser Demo: DataSec Auditor for Microsoft 365,15
7008,2020-03-23,DataSec Inactive User Tracker,8
7008,2020-04-04,White Paper: HIPAA Compliance for IT Auditors,2
7009,2020-02-07,Get a Demo: DataSec Auditor for Active Directory,40
7010,2020-09-02,Request a Quote: DataSec Classification for Synology,40
7010,2020-09-14,DataSec Inactive User Tracker,8
7010,2020-09-19,Webinar Registration: Block Insider Threats Where They Start: At the Endpoint,5
7010,2020-09-28,DataSec Password Expiration Notifier,8
7011,2020-10-23,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
7011,2020-11-06,Launch In-Browser Demo: DataSec Classification for Azure Files,15
7011,2020-11-19,White Paper: A Practical Guide to GDPR Compliance,2
7011,2020-11-24,Get a Demo: DataSec Auditor for SQL Server,40
7012,2021-03-04,Request a Quote: DataSec Auditor for Windows Server,40
7013,2021-03-04,DataSec Bulk Password Reset,8
7013,2021-03-17,Get a Demo: DataSec Auditor for Windows File Servers,40
7014,2020-12-31,Webinar Attendance: Group and Identity Management Mastery: Techniques and Best Practices,10
7015,2020-05-07,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
7015,2020-05-26,Request a Quote: DataSec Auditor for Active Directory,40
7016,2021-02-14,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
7017,2020-06-15,Launch In-Browser Demo: DataSec Auditor for Microsoft 365,15
7018,2020-03-05,DataSec Flashlight for NetSuite,8
7018,2020-03-10,White Paper: Preventing Data Loss - A DLP Primer,2
7019,2021-05-31,Request a Quote: DataSec Auditor for Network Devices,40
7020,2020-05-28,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
7021,2020-04-25,Request a Quote: DataSec Auditor for Active Directory,40
7022,2021-06-19,DataSec Inactive User Tracker,8
7022,2021-06-21,Ebook: Windows Server Hardening Guide,2
7023,2021-03-21,DataSec Effective Permissions Reporting Tool,8
7023,2021-03-29,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
7024,2020-08-14,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
7025,2020-01-17,Request a Quote: DataSec Classification for Synology,40
7026,2020-01-13,Ebook: Defending Against Crypto-Ransomware,2
7026,2020-01-15,DataSec Service Monitor,8
7027,2020-10-24,Get a Demo: DataSec Classification for Azure Files,40
7028,2021-03-13,Free Trial: DataSec Auditor for Dell Data Storage,40
7029,2020-09-23,Request a Quote: DataSec Auditor for Active Directory,40
7030,2021-06-10,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
7031,2021-06-27,Launch In-Browser Demo: DataSec Classification for Synology,15
7031,2021-07-04,DataSec Password Expiration Notifier,8
7031,2021-07-22,Free Trial: DataSec Classification for Windows File Servers,40
7032,2020-08-17,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
7033,2020-07-09,Free Trial: DataSec Auditor for Active Directory,40
7034,2021-03-24,Request a Quote: DataSec Classification for Windows File Servers,40
7035,2020-08-23,Get a Demo: DataSec Classification for SharePoint,40
7036,2020-01-29,Launch In-Browser Demo: DataSec Classification for Nutanix Files,15
7037,2020-03-07,Free Community Edition: DataSec Auditor for Network Devices: Free Community Edition,15
7038,2021-04-04,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
7039,2020-02-04,Get a Demo: DataSec Classification for SharePoint,40
7040,2021-05-04,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
7040,2021-05-22,Free Trial: DataSec Auditor for Exchange,40
7041,2020-05-04,White Paper: PCI DSS Compliance Checklist for IT Teams,2
7041,2020-05-14,Launch In-Browser Demo: DataSec Auditor for Active Directory,15
7041,2020-05-17,DataSec Bulk Password Reset,8
7042,2021-04-20,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
7043,2020-08-08,DataSec Bulk Password Reset,8
7043,2020-08-13,Request a Quote: DataSec Auditor for Windows Server,40
7044,2021-04-01,Webinar Attendance: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,10
7045,2020-01-18,Webinar Attendance: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,10
7045,2020-02-03,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
7046,2020-10-15,Launch In-Browser Demo: DataSec Classification for SharePoint,15
7047,2020-06-22,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
7048,2020-11-29,Webinar Attendance: Discover and Secure Sensitive Data with DataSec Classification,10
7049,2020-02-18,Webinar Registration: Ease the Burden of IT Auditing with DataSec Auditor,5
7049,2020-02-23,Launch In-Browser Demo: DataSec Classification for SharePoint,15
7050,2020-10-29,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
7051,2020-01-27,Webinar Attendance: Identity Security Roadmap: Reduce Risk and Stop Identity-Based Attacks,10
7052,2020-05-01,Launch In-Browser Demo: DataSec Classification for Windows File Servers,15
7053,2020-09-14,Webinar Attendance: Discover and Secure Sensitive Data with DataSec Classification,10
7054,2021-04-06,Launch In-Browser Demo: DataSec Auditor for Windows Server,15
7055,2021-03-25,DataSec Flashlight for NetSuite,8
7055,2021-04-05,Launch In-Browser Demo: DataSec Auditor for Qumulo,15
7055,2021-04-10,Free Trial: DataSec Auditor for SQL Server,40
7056,2021-04-20,White Paper: HIPAA Compliance for IT Auditors,2
7056,2021-04-24,White Paper: HIPAA Compliance for IT Auditors,2
7056,2021-05-03,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
7057,2021-04-27,Request a Quote: DataSec Auditor for NetApp,40
7058,2020-12-27,Free Community Edition: DataSec Auditor for Dell Data Storage: Free Community Edition,15
7059,2020-02-09,White Paper: Preventing Data Loss - A DLP Primer,2
7059,2020-02-12,DataSec Account Lockout Examiner,8
7060,2020-10-31,Launch In-Browser Demo: DataSec Classification for SharePoint,15
7061,2021-03-12,Free Trial: DataSec Auditor for Microsoft 365,40
7062,2020-10-21,White Paper: PCI DSS Compliance Checklist for IT Teams,2
7062,2020-10-24,Webinar Attendance: Get on Top of Active Directory Certificate Services and Stay There,10
7063,2021-06-22,Request a Quote: DataSec Auditor for Dell Data Storage,40
7064,2020-09-15,DataSec Effective Permissions Reporting Tool,8
7064,2020-09-25,Ebook: Privileged Access Management Fundamentals,2
7065,2021-04-05,Get a Demo: DataSec Classification for Qumulo,40
7065,2021-04-13,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
7065,2021-05-01,Launch In-Browser Demo: DataSec Auditor for Network Devices,15
7066,2020-10-18,Free Community Edition: DataSec Auditor for NetApp: Free Community Edition,15
7067,2020-07-19,DataSec Inactive User Tracker,8
7067,2020-08-01,Free Trial: DataSec Classification for Synology,40
7068,2021-06-17,Get a Demo: DataSec Classification for Windows File Servers,40
7068,2021-07-06,DataSec Service Monitor,8
7068,2021-07-17,Webinar Attendance: Enhance Your Data Loss Prevention Strategy with DataSec Endpoint Protector,10
7068,2021-07-25,White Paper: Active Directory Security Best Practices,2
7069,2021-03-09,Ebook: Password Policy Best Practices,2
7069,2021-03-10,Launch In-Browser Demo: DataSec Classification for Azure Files,15
7070,2020-05-27,Free Community Edition: DataSec Auditor for Windows File Servers: Free Community Edition,15
7071,2020-07-04,Launch In-Browser Demo: DataSec Classification for Synology,15
7071,2020-07-09,"Webinar Attendance: Ransomware Unmasked: Detection, Response, and Resilience",10
7072,2020-08-11,Launch In-Browser Demo: DataSec Auditor for Dell Data Storage,15
7073,2021-03-17,Get a Demo: DataSec Auditor for SQL Server,40
7074,2020-10-23,Launch In-Browser Demo: DataSec Auditor for VMware,15
7075,2020-08-24,Free Community Edition: DataSec Auditor for Exchange: Free Community Edition,15
7076,2020-11-26,Get a Demo: DataSec Auditor for SQL Server,40
7077,2021-05-28,Webinar Attendance: Block Insider Threats Where They Start: At the Endpoint,10
7078,2020-07-25,Launch In-Browser Demo: DataSec Auditor for SQL Server,15
7079,2021-03-29,Get a Demo: DataSec Auditor for Windows File Servers,40
7080,2021-05-15,Launch In-Browser Demo: DataSec Auditor for Windows File Servers,15
7081,2020-06-10,Free Trial: DataSec Auditor for Active Directory,40
7082,2020-04-19,Free Trial: DataSec Auditor for SharePoint,40
7083,2020-04-09,Get a Demo: DataSec Classification for Azure Files,40
7084,2021-06-22,Request a Quote: DataSec Classification for Windows File Servers,40
7085,2020-09-11,Free Community Edition: DataSec Auditor for Active Directory: Free Community Edition,15
7086,2021-05-23,Free Community Edition: DataSec Auditor for Windows Server: Free Community Edition,15
7087,2021-03-19,Webinar Attendance: Mastering Endpoint Management with DataSec,10
7088,2021-03-07,Webinar Attendance: Ease the Burden of IT Auditing with DataSec Auditor,10
7089,2020-10-11,DataSec Disk Space Monitor,8
7089,2020-10-19,Get a Demo: DataSec Auditor for Azure Files,40
7090,2021-01-31,Launch In-Browser Demo: DataSec Classification for Dell Data Storage,15
7091,2021-03-05,Webinar Registration: Active Directory Recommended Practices: Detecting and Remediating Unwanted Persistence,5
7091,2021-03-17,Launch In-Browser Demo: DataSec Classification for Qumulo,15
7092,2020-07-08,DataSec Service Monitor,8
7092,2020-07-20,Get a Demo: DataSec Auditor for Qumulo,40
7093,2021-01-20,Get a Demo: DataSec Auditor for Windows File Servers,40
7094,2021-03-09,Free Trial: DataSec Classification for Synology,40
7095,2021-02-21,DataSec Disk Space Monitor,8
7095,2021-03-06,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
7096,2021-01-03,Free Trial: DataSec Auditor for NetApp,40
7097,2020-05-27,Free Trial: DataSec Classification for Dell Data Storage,40
7098,2020-11-11,Webinar Registration: Active Directory Recommended Practices: Avoiding and Detecting Unintended Permission Changes,5
